ID,dem_genero,dem_edad,dem_nivedu,WVOC_01_cod,WVOC_02_cod,WVOC_03_cod,WVOC_04_cod,WVOC_05_cod,WVOC_06_cod,WVOC_07_cod,WVOC_08_cod,WVOC_09_cod,WVOC_10_cod,WVOC_11_cod,WVOC_12_cod,WVOC_13_cod,WVOC_14_cod,WVOC_15_cod,WVOC_16_cod,WVOC_17_cod,WVOC_18_cod,WVOC_19_cod,WVOC_20_cod,WVOC_21_cod,WVOC_22_cod,WVOC_23_cod,WVOC_24_cod,WVOC_25_cod,WVOC_26_cod,WVOC_27_cod,WVOC_28_cod,WVOC_29_cod,WVOC_30_cod,WVOC_31_cod,WVOC_32_cod,WVOC_33_cod,WVOC_TOTAL,WVOC_TOTAL_STD,WMAT_01_cod,WMAT_01_raw,WMAT_02_cod,WMAT_02_raw,WMAT_03_cod,WMAT_03_raw,WMAT_04_cod,WMAT_04_raw,WMAT_05_cod,WMAT_05_raw,WMAT_06_cod,WMAT_06_raw,WMAT_07_cod,WMAT_07_raw,WMAT_08_cod,WMAT_08_raw,WMAT_09_cod,WMAT_09_raw,WMAT_10_cod,WMAT_10_raw,WMAT_11_cod,WMAT_11_raw,WMAT_12_cod,WMAT_12_raw,WMAT_13_cod,WMAT_13_raw,WMAT_14_cod,WMAT_14_raw,WMAT_15_cod,WMAT_15_raw,WMAT_16_cod,WMAT_16_raw,WMAT_17_cod,WMAT_17_raw,WMAT_18_cod,WMAT_18_raw,WMAT_19_cod,WMAT_19_raw,WMAT_20_cod,WMAT_20_raw,WMAT_21_cod,WMAT_21_raw,WMAT_22_cod,WMAT_22_raw,WMAT_23_cod,WMAT_23_raw,WMAT_24_cod,WMAT_24_raw,WMAT_25_cod,WMAT_25_raw,WMAT_26_cod,WMAT_26_raw,WMAT_A,WMAT_B,WMAT_C,wmat_total,wmat_total_std,bfbs_01_cod,bfbs_01_conf,bfbs_01_raw,bfbs_03_cod,bfbs_03_conf,bfbs_03_raw,bfbs_04_cod,bfbs_04_conf,bfbs_04_raw,bfbs_10_cod,bfbs_10_conf,bfbs_10_raw,bfbs_12_cod,bfbs_12_conf,bfbs_12_raw,bfbs_14_cod,bfbs_14_conf,bfbs_14_raw,bfbs_17_cod,bfbs_17_conf,bfbs_17_raw,bfbs_23_cod,bfbs_23_conf,bfbs_23_raw,bfbs_conf_total,bfbs_cong_conf,bfbs_cong_total,bfbs_creib_conf,bfbs_creib_total,bfbs_incong_conf,bfbs_incon_total,bfbs_increib_conf,bfbs_increib_total,bfbs_invalid_conf,bfbs_invalid_total,bfbs_total,bfbs_valid_conf,bfbs_valid_total,EA_01_raw,EA_02_raw,EA_03_raw,EA_04_raw,EA_05_raw,EA_06_raw,EA_07_raw,EA_08_raw,EA_09_raw,EA_10_raw,EA_11_raw,EA_12_raw,EA_13_raw,EA_14_raw,EA_15_raw,EA_16_raw,EA_17_raw,EA_18_raw,EA_19_raw,EA_20_raw,EA_21_raw,EA_22_raw,EA_23_raw,EA_24_raw,EA_azar_TOTAL,EA_control_interno_TOTAL,EA_otros_poderosos_TOTAL,EAR_01_raw,EAR_02_raw,EAR_03_raw,EAR_04_raw,EAR_05_raw,EAR_06_raw,EAR_07_raw,EAR_08_raw,EAR_09_raw,EAR_10_raw,EAR_TOTAL,ECRRS_ansiedad_TOTAL,ECRRS_evitacion_TOTAL,ECRRS_madre_01_raw,ECRRS_madre_02_raw,ECRRS_madre_03_raw,ECRRS_madre_04_raw,ECRRS_madre_05_raw,ECRRS_madre_06_raw,ECRRS_madre_07_raw,ECRRS_madre_08_raw,ECRRS_madre_09_raw,ECRRS_madre_ansiedad_TOTAL,ECRRS_madre_evitacion_TOTAL,ECRRS_mejoramig_01_raw,ECRRS_mejoramig_02_raw,ECRRS_mejoramig_03_raw,ECRRS_mejoramig_04_raw,ECRRS_mejoramig_05_raw,ECRRS_mejoramig_06_raw,ECRRS_mejoramig_07_raw,ECRRS_mejoramig_08_raw,ECRRS_mejoramig_09_raw,ECRRS_mejoramigo_ansiedad_TOTAL,ECRRS_mejoramigo_evitacion_TOTAL,ECRRS_padre_01_raw,ECRRS_padre_02_raw,ECRRS_padre_03_raw,ECRRS_padre_04_raw,ECRRS_padre_05_raw,ECRRS_padre_06_raw,ECRRS_padre_07_raw,ECRRS_padre_08_raw,ECRRS_padre_09_raw,ECRRS_padre_ansiedad_TOTAL,ECRRS_padre_evitacion_TOTAL,ECRRS_pareja_01_raw,ECRRS_pareja_02_raw,ECRRS_pareja_03_raw,ECRRS_pareja_04_raw,ECRRS_pareja_05_raw,ECRRS_pareja_06_raw,ECRRS_pareja_07_raw,ECRRS_pareja_08_raw,ECRRS_pareja_09_raw,ECRRS_pareja_ansiedad_TOTAL,ECRRS_pareja_evitacion_TOTAL,GHQ_01,GHQ_02,GHQ_03,GHQ_04,GHQ_05,GHQ_06,GHQ_07,GHQ_08,GHQ_09,GHQ_10,GHQ_11,GHQ_12,GHQ_autoestima_TOTAL,GHQ_estres_TOTAL,GHQ_exito_afrontamiento_TOTAL,GHQ_TOTAL,wdig_dir_total,wdig_inv_total,WDIGSIMB_TOTAL,wdig_total,wdig_total_std,lkns_01_cod,lkns_01_raw,lkns_02_cod,lkns_02_raw,lkns_03_cod,lkns_03_raw,lkns_04_cod,lkns_04_raw,lkns_05_cod,lkns_05_raw,lkns_06_cod,lkns_06_raw,lkns_07_cod,lkns_07_raw,lkns_08_cod,lkns_08_raw,lkns_09_cod,lkns_09_raw,lkns_10_cod,lkns_10_raw,lkns_11_cod,lkns_11_raw,lkns_total,SASS_01_raw,SASS_02_raw,SASS_03_raw,SASS_04_raw,SASS_05_raw,SASS_06_raw,SASS_07_raw,SASS_08_raw,SASS_09_raw,SASS_10_raw,SASS_11_raw,SASS_12_raw,SASS_13_raw,SASS_14_raw,SASS_15_raw,SASS_16_raw,SASS_17_raw,SASS_18_raw,SASS_19_raw,SASS_20_raw,SASS_21_raw,SASS_TOTAL,SASS_trabajo,bayes_all_accuracy,bayes_all_confidence,bayes_pictorial_qualitative_accuracy,bayes_pictorial_quantitative_accuracy,bayes_text_qualitative_accuracy,bayes_text_quantitative_accuracy
27,0,18,3,2,1,1,2,2,2,1,1,0,1,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,1,3,1,3,1,2,1,2,1,3,1,1,1,5,0,4,1,2,1,4,0,4,1,1,1,4,0,1,0,4,1,2,0,4,0,1,0,4,0,3,0,4,0,2,0,1,0,2,0,1,0,5,2,5,4,12,5,1,50,1,0,80,1,0,70,2,0,20,2,0,60,1,1,50,1,1,80,2,0,50,1,57.5,65,0.75,52.5,0.5,50,0,62.5,0.25,67.5,0.25,3,47.5,0.5,2,2,-3,-1,1,2,2,-3,2,-1,-3,-3,-3,-3,-3,-3,1,1,2,-1,2,-3,2,-3,17,35,6,2,2,1,2,1,2,2,3,2,2,21,1,0.458333333333333,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0.666666666666667,1,1,0,1,0,0,1,1,1,1,0.166666666666667,2,0,2,3,2,0,3,3,2,0,0,2,8,5,15,26,8,6,53,14,8,0,700,0,2,0,1,0,c) 1 de cada 10,0,b)10%,1,2,1,2,1,20,0,5,0,25,0,50,3,NA,2,2,1,2,1,2,2,0,2,2,2,1,0,1,1,2,2,2,1,2,30,0,0,60,0,0,0,0
28,1,19,5,1,2,2,2,0,2,2,2,2,0,2,2,0,1,2,2,2,2,1,1,2,0,0,0,2,0,0,0,1,0,0,0,0,35,8,1,3,1,3,1,2,1,2,1,3,1,1,1,5,1,1,1,2,1,4,1,5,1,1,1,4,1,3,0,3,1,2,1,1,1,5,1,3,1,4,1,3,1,3,1,2,0,3,1,2,1,5,2,5,4,24,15,1,100,1,1,100,2,1,100,1,1,100,1,1,100,2,1,100,1,1,100,2,1,100,2,100,100,1,100,1,100,1,100,1,100,1,8,100,1,2,1,3,-1,2,1,-1,-2,2,1,3,-2,1,-2,-3,-2,1,3,2,-2,3,2,2,2,22,39,27,3,3,0,3,1,2,2,2,0,0,30,0.333333333333333,0.416666666666667,1,1,0,1,1,1,0,0,1,0.333333333333333,0.5,1,1,1,1,0,1,0,0,0,0,0.166666666666667,1,0,0,0,1,1,1,0,0,0.333333333333333,0.833333333333333,1,1,1,1,0,1,1,0,1,0.666666666666667,0.166666666666667,2,1,2,2,2,2,2,2,0,0,0,2,8,6,12,26,8,5,85,13,6,1,500,0,1,1,1,1,b) 1 de cada 1000,1,b)10%,1,2,1,2 de cada 100,0,10,0,100,0,25,1,5,7,NA,3,2,2,3,2,3,3,1,2,2,2,2,2,3,2,1,3,3,0,3,44,0,0.5,87.5,1,0,1,0
29,1,20,2,2,2,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,3,1,3,1,2,1,2,1,3,1,1,1,5,0,4,0,3,1,4,0,1,0,2,0,2,0,5,0,3,0,3,0,2,0,5,0,4,0,4,0,1,0,5,0,5,0,3,0,2,0,2,2,5,4,8,5,0,100,2,1,100,2,0,100,2,0,100,2,1,100,2,1,100,1,1,100,2,0,100,1,100,100,0.75,100,0.5,100,0.25,100,0.5,100,0.75,4,100,0.25,-2,-3,-3,2,-3,-1,-3,-2,-1,-2,-3,-3,-2,-3,2,-2,-2,-1,-3,-1,-3,-1,-3,-2,5,10,12,2,2,2,2,2,2,3,2,2,1,22,0.75,0.458333333333333,1,0,1,0,0,0,0,1,1,0.666666666666667,0.333333333333333,0,1,1,1,0,1,1,0,1,0.666666666666667,0.333333333333333,0,0,0,0,0,1,0,1,1,0.666666666666667,0.833333333333333,1,1,0,1,1,0,1,1,1,1,0.333333333333333,2,1,2,2,1,1,2,2,2,2,1,2,6,5,12,21,8,2,52,10,5,0,500,0,1,1,1,0,c) 1 de cada 10,0,a) 1%,1,2,0,20,1,20,0,100,0,30,1,1,4,3,NA,3,1,3,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,41,1,0.25,90,0,0,0,1
30,1,18,3,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,3,1,3,1,2,1,2,1,3,0,3,1,5,0,2,0,3,0,5,0,4,0,3,0,1,0,5,0,2,0,3,0,4,0,3,0,4,0,3,0,3,0,5,0,1,0,3,0,5,0,2,2,5,4,6,2,0,100,2,0,100,1,1,100,1,1,100,1,0,100,1,1,100,1,1,100,2,0,100,1,100,100,0.5,100,0.25,100,0.5,100,0.75,100,0.25,4,100,0.75,-1,2,2,1,2,2,3,1,-1,2,2,-2,2,1,1,1,2,2,2,-1,3,1,3,2,35,35,34,3,3,0,3,2,3,2,2,2,1,27,0.583333333333333,0.25,1,1,1,1,0,0,1,0,1,0.666666666666667,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0.666666666666667,0,1,1,1,1,0,0,1,1,1,1,0,3,1,2,3,2,2,3,1,2,2,1,2,7,4,14,23,6,4,51,10,4,1,400,1,2,1,1,1,b) 1 de cada 1000,0,c) 5%,1,2,0,2,0,10,0,100,0,20,0,5,5,NA,1,1,3,1,1,1,3,2,1,1,2,0,1,0,0,3,1,2,0,1,25,0,0.5,100,0,1,1,0
31,1,28,3,2,1,1,1,1,1,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,3,1,3,1,2,1,2,0,2,0,3,0,1,0,4,0,3,0,4,0,3,0,5,0,2,0,5,0,2,0,3,0,4,0,3,0,3,0,1,0,1,0,4,0,1,0,4,0,4,0,3,2,5,4,4,2,0,100,2,1,100,2,0,100,2,0,100,2,0,100,1,1,100,1,0,100,1,1,100,2,100,100,0.5,100,0.5,100,0.25,100,0.25,100,0.5,3,100,0.25,2,2,-1,-3,1,1,-1,1,2,3,-1,-3,1,1,1,1,1,1,2,-3,1,-1,2,2,30,32,22,3,3,2,2,2,1,1,3,1,1,21,0.333333333333333,0.333333333333333,1,0,0,1,0,1,1,1,1,1,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1,1,0,0,1,0,0,0.333333333333333,0.166666666666667,2,0,1,2,0,1,2,2,1,0,0,2,8,8,11,26,5,3,56,8,3,0,500,1,50,1,100,1,c) 1 de cada 10,0,b)10%,1,2,1,2 de 100,1,10,0,100,0,20,1,50,7,NA,1,1,0,2,1,1,2,2,2,2,1,3,0,1,0,2,2,3,1,1,28,0,0,77.5,0,0,0,0
32,1,33,4,2,2,2,1,2,2,1,2,0,1,2,1,0,0,2,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,26,5,1,3,1,3,1,2,1,2,1,3,0,3,1,5,0,4,0,4,1,4,1,5,0,4,1,4,0,5,1,2,1,2,0,4,1,5,0,4,1,4,0,4,1,3,0,4,0,4,1,2,0,4,2,5,4,15,7,0,100,2,1,100,2,0,100,2,0,100,2,1,100,2,0,100,2,1,100,2,1,100,2,100,100,0.5,100,0.5,100,0.5,100,0.5,100,1,4,100,0,3,2,1,3,3,2,2,2,3,3,2,2,3,-2,2,3,2,3,3,2,3,2,3,-2,34,48,40,3,3,0,3,0,3,3,3,0,0,32,0.666666666666667,0.125,1,1,0,1,0,0,0,0,0,0,0.166666666666667,1,1,0,1,0,1,1,0,1,0.666666666666667,0.333333333333333,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,2,0,2,2,0,0,2,2,0,0,0,2,6,9,12,27,7,4,73,11,6,1,300,0,100,1,1,1,b) 1 de cada 1000,0,b)10%,0,1,1,100,0,10,0,100,0,5,0,5,4,NA,2,3,2,2,2,3,3,1,2,3,2,3,2,2,1,2,3,2,1,2,43,0,0.5,75,1,0,1,0
33,1,57,2,2,2,1,1,0,0,1,2,0,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,1,3,1,3,1,2,0,4,0,2,0,2,0,2,0,4,0,3,0,5,0,5,0,5,0,4,0,5,0,1,0,5,0,4,0,5,0,5,0,5,0,3,0,1,0,1,0,3,0,2,0,4,2,5,4,3,4,0,100,2,1,100,2,1,100,1,1,100,1,0,100,1,1,100,1,0,100,1,0,100,1,100,100,0.5,100,0.25,100,0.5,100,0.75,100,0.25,4,100,0.75,3,-3,-3,-1,3,-3,-3,-1,3,-2,-3,-3,3,-3,-1,-3,-3,3,3,-3,3,-3,3,-3,1,44,10,3,3,0,3,3,3,3,2,0,0,30,0.0833333333333333,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0.333333333333333,0,2,1,2,2,1,1,2,2,0,0,0,2,7,7,12,26,4,2,27,6,5,0,4,0,1,0,10,1,a) 1 de cada 100,0,b)10%,0,10,1,2,0,10,0,10,0,0,0,0,2,3,NA,3,1,2,2,2,3,2,3,2,2,3,0,1,1,3,3,2,3,2,43,1,0,75,0,NA,0,0
34,1,45,3,2,2,1,0,1,2,1,2,2,0,1,0,0,0,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,1,3,1,3,1,2,1,2,0,2,0,3,0,3,0,4,0,3,0,1,0,1,0,5,0,5,0,2,0,3,0,4,0,4,0,2,0,4,0,5,0,3,0,1,0,1,0,2,0,1,0,2,2,5,4,4,4,1,100,1,0,100,1,0,100,2,0,100,2,0,100,1,1,100,1,1,100,2,0,100,1,100,100,0.75,100,0.5,100,0,100,0.25,100,0.25,3,100,0.5,3,3,-3,-3,3,3,-3,1,3,3,-3,-3,-3,2,-3,-3,-3,3,3,-3,3,-3,3,3,29,42,4,3,3,0,3,3,3,3,0,0,0,32,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0.666666666666667,3,2,3,3,0,0,2,2,0,0,2,2,4,7,15,26,2,1,72,3,1,0,0,0,0,0,0,0,b) 1 de cada 1000,0,b)10%,0,0,1,0,0,0,0,0,0,0,0,0,1,3,NA,3,2,1,1,2,3,2,3,3,3,3,0,0,2,1,2,3,3,2,42,1,0,0,0,NA,0,NA
35,1,48,2,2,2,1,2,2,2,1,2,0,2,0,0,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,23,7,1,3,1,3,1,2,1,2,1,3,0,3,1,5,1,1,0,3,0,1,0,3,0,1,0,5,0,5,0,3,0,2,0,4,0,5,0,2,0,4,0,3,0,4,0,2,0,3,0,5,0,5,2,5,4,7,6,0,100,2,0,100,1,1,100,1,1,99,1,0,100,1,0,60,2,0,100,1,0,100,1,94.875,90,0,90,0,99.75,0.5,99.75,0.5,100,0,2,89.75,0.5,3,3,3,3,3,2,3,2,3,3,3,-3,3,2,3,3,2,2,3,-2,3,-2,3,3,40,47,36,2,3,1,3,2,3,1,3,1,0,25,0.583333333333333,0.166666666666667,1,1,0,0,0,0,1,1,1,1,0.333333333333333,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0.333333333333333,0.333333333333333,1,1,1,1,0,0,1,1,1,1,0,2,0,2,3,1,1,3,2,0,0,0,3,7,8,15,30,8,6,47,14,10,1,800,1,0,1,1,1,c) 1 de cada 10,0,b)10%,1,2,1,200,1,10,0,100,0,20,0,5,7,NA,3,3,1,1,1,3,2,0,3,3,2,3,3,1,3,1,3,2,3,2,43,0,0.5,78.75,0,1,1,0
36,1,36,4,2,2,0,0,0,2,1,2,0,0,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,1,3,1,3,1,2,1,2,1,3,1,1,0,3,0,4,0,3,0,3,0,3,0,5,0,4,0,5,0,3,0,1,0,4,0,4,0,4,0,5,0,1,0,4,0,5,0,3,0,5,0,4,2,5,4,6,6,1,80,1,0,80,1,0,100,2,1,80,1,1,80,2,1,80,1,1,70,2,1,100,2,83.75,77.5,0.75,85,1,90,0.75,82.5,0.5,82.5,0.75,6,85,0.75,3,1,3,3,3,1,-1,3,3,3,1,-3,-3,-3,-3,3,-3,-1,3,-3,3,-3,-3,-3,22,38,16,3,3,0,3,1,3,3,3,0,0,31,0.916666666666667,0.375,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0.666666666666667,1,0,0,0,1,0,0,1,1,1,1,0.5,1,1,1,1,0,0,1,1,1,1,0,0,3,3,3,1,0,3,2,1,0,0,3,7,4,14,24,7,4,64,11,7,0,600,0,200,0,30,0,a) 1 de cada 100,1,b)10%,1,2,1,2 de cada 100,0,30,0,300,0,40,0,1e3,3,3,NA,3,1,2,3,1,3,2,3,3,2,3,3,2,3,2,2,2,1,3,47,1,0.25,80,0,0,1,0
37,1,33,3,2,1,2,2,2,2,2,1,0,0,2,2,0,2,0,1,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,26,5,1,3,1,3,0,4,1,2,1,3,1,1,1,5,0,4,1,2,0,2,0,1,0,2,0,4,0,3,0,2,0,2,0,5,0,1,0,4,0,2,0,1,0,4,0,3,0,4,0,1,0,5,2,5,4,7,4,0,100,2,1,100,2,1,80,1,0,70,2,1,100,2,1,100,1,1,100,2,1,70,2,90,100,0.75,92.5,0.75,80,0.75,87.5,0.75,92.5,1,6,87.5,0.5,2,2,1,3,2,1,-1,-3,1,2,2,-3,-2,-2,-2,1,1,3,3,-3,3,-1,3,-3,21,44,17,2,2,1,2,1,3,1,1,1,1,25,0.0833333333333333,0.333333333333333,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0.333333333333333,0.333333333333333,3,1,2,3,1,1,2,3,0,1,0,3,6,7,16,29,6,2,60,8,3,0,600,1,200,1,100,1,c) 1 de cada 10,0,c) 5%,1,2,0,200,1,10,0,100,0,20,0,2,5,NA,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,42,0,0.5,82.5,0,1,0,1
38,1,19,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,1,3,1,3,1,2,1,2,1,3,1,1,1,5,0,4,0,3,0,3,0,5,0,2,0,4,0,4,0,5,0,4,0,1,0,3,0,4,0,5,0,1,0,5,0,5,0,5,0,3,0,5,2,5,4,7,3,0,100,2,1,100,2,1,100,1,0,100,2,0,100,1,1,100,1,0,100,1,1,100,2,100,100,0.5,100,0.5,100,0.5,100,0.5,100,0.5,4,100,0.5,-3,3,-3,3,3,3,-3,3,3,3,3,3,2,3,3,3,-3,3,3,-3,3,2,3,3,42,42,28,3,2,0,3,0,3,3,3,0,1,30,0.333333333333333,0.208333333333333,1,1,1,1,0,0,1,0,0,0.333333333333333,0,1,0,1,0,0,1,0,0,0,0,0.5,1,0,0,1,0,0,1,0,1,0.666666666666667,0.333333333333333,1,1,1,1,0,0,1,0,0,0.333333333333333,0,3,0,3,3,0,0,3,3,0,3,0,2,3,9,17,29,8,5,38,13,6,0,100,0,50,0,10,1,c) 1 de cada 10,0,b)10%,1,2,1,200,1,10,0,10,0,40,0,1e3,4,NA,3,3,2,2,3,2,3,3,3,3,2,3,2,3,1,1,2,3,1,3,48,0,NA,NA,NA,NA,NA,NA
39,0,32,4,2,2,2,1,2,1,1,2,1,2,0,0,0,2,2,2,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27,5,1,3,1,3,1,2,1,2,1,3,1,1,0,3,0,4,0,4,0,5,0,4,0,4,0,4,0,5,0,3,0,2,0,4,0,5,0,1,0,5,0,3,0,2,0,1,0,3,0,4,0,2,2,5,4,6,3,1,100,1,1,100,2,0,100,2,0,100,2,1,100,2,1,100,1,1,100,2,0,100,1,100,100,1,100,0.75,100,0.25,100,0.5,100,0.75,5,100,0.5,3,2,1,3,3,3,3,-3,2,3,3,2,3,3,3,1,3,3,3,1,3,3,3,-1,40,47,38,3,2,1,2,1,3,3,2,0,0,29,0.75,0.208333333333333,1,1,1,1,0,1,0,1,0,0.333333333333333,0.166666666666667,1,1,1,1,0,1,1,1,1,1,0.166666666666667,1,1,0,0,0,1,1,1,1,1,0.5,1,1,1,1,0,0,1,1,0,0.666666666666667,0,1,1,3,3,2,0,3,2,0,0,0,3,6,6,15,27,6,4,35,10,5,0,200,0,1,1,2,0,c) 1 de cada 10,0,b)10%,1,2,1,2 de 100,1,5,0,100,0,10,0,10,4,3,NA,3,1,2,3,3,2,2,2,3,2,1,3,2,2,1,3,2,2,2,44,1,0.5,100,0,1,1,0
40,0,65,1,2,1,2,1,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,1,3,1,3,0,4,0,4,0,5,0,3,0,4,0,2,0,2,0,1,0,4,0,3,0,4,0,5,0,2,0,3,0,1,0,3,0,5,0,4,0,3,0,4,0,1,0,3,0,2,0,3,1,2,4,2,4,0,50,2,1,50,2,0,50,2,0,50,2,0,50,1,0,50,2,0,50,1,0,100,1,56.25,50,0.25,62.5,0,62.5,0,50,0.25,62.5,0.25,1,50,0,3,1,2,-3,3,-3,-3,-3,3,3,-3,1,-3,-3,1,1,-3,3,3,-3,3,-3,3,3,24,42,9,3,3,0,3,3,3,3,3,2,0,27,0.833333333333333,0.458333333333333,1,1,1,0,1,0,0,1,1,0.666666666666667,0.333333333333333,1,1,1,1,1,1,1,1,1,1,0.333333333333333,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0.666666666666667,0.166666666666667,2,1,2,2,0,1,2,3,1,2,0,2,6,7,13,25,6,4,26,10,9,0,6,0,10,0,50,0,a) 1 de cada 100,0,b)10%,1,2,1,2,0,30,0,20,1,10,0,500,3,3,NA,3,3,2,3,2,3,2,3,3,3,3,3,0,0,1,1,3,0,2,43,1,0,0,0,NA,0,NA
41,0,40,5,1,2,2,2,2,1,2,2,1,0,2,2,0,0,1,2,2,2,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,31,8,1,3,1,3,1,2,1,2,1,3,1,1,1,5,1,1,1,2,0,3,1,5,1,1,1,4,1,3,1,2,1,2,1,1,1,5,0,4,1,4,1,3,0,4,1,2,1,1,1,2,1,5,2,5,4,23,15,1,100,1,1,100,2,0,100,2,0,100,2,1,100,2,1,100,1,1,100,2,1,100,2,100,100,1,100,1,100,0.5,100,0.5,100,1,6,100,0.5,3,3,-1,3,1,3,2,-3,2,3,2,-3,3,2,-3,-3,2,3,3,-3,-1,1,3,3,34,41,22,3,3,0,3,0,3,3,3,0,0,32,0.5,0.416666666666667,1,1,1,1,0,1,0,0,1,0.333333333333333,0.166666666666667,1,0,0,0,1,1,1,0,1,0.666666666666667,0.833333333333333,1,0,0,0,0,1,1,0,0,0.333333333333333,0.666666666666667,1,1,1,1,0,0,1,0,1,0.666666666666667,0,2,2,2,2,1,1,3,3,0,0,0,2,7,6,14,27,6,5,69,11,7,0,100,1,100,1,1,1,c) 1 de cada 10,1,a) 1%,1,2,0,2 de cada 100,1,10,0,100,0,20,0,4,6,3,NA,3,3,1,2,3,2,2,3,3,2,3,2,1,3,3,3,3,2,3,50,1,0.5,100,1,1,0,0
42,0,34,2,2,1,2,2,2,2,1,2,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,1,3,1,3,1,2,1,2,1,3,1,1,1,5,1,1,0,5,1,4,0,1,1,1,1,4,0,5,0,4,1,2,1,1,0,3,1,3,0,1,1,3,0,1,1,2,0,3,0,5,1,5,2,5,4,17,8,1,100,1,1,100,2,0,100,2,0,100,2,1,100,2,0,100,2,1,100,2,1,100,2,100,100,0.75,100,0.75,100,0.5,100,0.5,100,1,5,100,0.25,2,1,-3,-3,3,2,-3,-2,-2,3,1,-3,-1,-3,2,-3,-3,3,3,-3,3,-3,3,1,19,36,12,3,3,2,2,2,2,1,3,2,2,20,0.75,0.375,1,0,0,0,1,1,1,0,1,0.666666666666667,0.833333333333333,1,1,1,1,0,1,1,0,0,0.333333333333333,0.166666666666667,1,1,0,1,1,1,1,1,1,1,0.5,1,1,1,1,0,0,1,1,1,1,0,3,2,2,2,2,2,3,2,3,2,2,3,7,2,15,21,4,3,46,7,2,0,100,1,500,0,5,1,c) 1 de cada 10,0,b)10%,1,2,1,2,1,10,0,10,0,20,0,10,5,NA,3,3,1,2,1,1,2,1,2,3,1,1,1,1,1,2,2,2,0,2,32,0,0.25,62.5,1,0,0,0
